time              lon               lat               alt               heading           pitch             roll              vn                vh                ve                
24.98153293       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
25.14953651       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
25.36554112       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
25.56054528       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
25.75254938       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
25.94455347       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
25.96255386       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
26.13655757       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
26.32856166       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
26.52056576       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
26.52956595       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
26.72457011       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
26.93757466       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
27.12657869       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
27.32758298       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
27.52258714       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
27.71459123       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
27.90659533       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.10159949       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.10759962       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.29660365       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.48860774       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.68061184       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.69261210       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
28.87861606       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
29.06161997       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
29.25362406       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
29.25962419       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
29.44262810       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
29.63463219       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
29.82063616       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
30.01564032       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
30.20464435       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
30.40564864       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
30.59465267       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
30.78965683       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
30.98166093       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
31.17666509       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
31.20366566       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
31.38666957       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
31.59067392       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
31.78267802       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
31.99868262       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
32.20568704       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
32.39469107       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
32.58669517       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
32.60769562       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
32.77869926       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
32.97370342       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
33.15970739       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
33.16570752       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
33.35171149       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
33.53171533       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
33.72371942       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
33.91572352       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
34.11072768       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
34.30573184       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
34.49473587       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
34.68974003       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
34.71974067       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
34.95074560       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.16675021       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.21175117       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.24475187       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.49075712       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.68276122       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.79976371       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
35.97376742       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
36.16577152       -122.14016500     47.64146800       123.64124298      0.00000000        0.00000000        -0.00000000       0.00000000        0.00001957        0.00000000        
